開課序號,開課代碼,系所,組,年,班,全英語,MOOCS,限性別,中文課程名稱,英文課程名稱,學分,必/選,全/半,教師,地點時間,限修人數,選修人數,限修條件,備註,學期
3106,ATC0113,美術系（碩）,,,碩博,,,,文化理論與溝通理論,Theory of Culture and Communication,3.0,選,半,黃瑞祺,四 3-5 本部 美203,30,5,◎課程不開放上修,,1111
3397,ATC0156,美術系（碩）,,,碩博,,,,創造力與視覺藝術,Creativity and Visual Arts,3.0,選,半,陳育祥,一 6-8 本部 美301,30,7,◎課程不開放上修,,1111
3107,ATC0157,美術系（碩）,,,碩博,,,,東方美術史專題研究,Special Topics on Eastern Art History,3.0,選,半,林承緯,三 7-9 本部 美203,30,15,◎課程不開放上修,,1111
3108,ATC0211,美術系（碩）,,,碩博,,,,視覺研究導論：視覺與視覺性,Introduction to Visual Studies: Vision and Visuality,3.0,選,半,李立鈞,五 6-8 本部 美301,30,5,◎課程不開放上修,,1111
3109,ATC0221,美術系（碩）,,,碩博,,,,當代水墨創作分析,Seminar on Modern Chinese Ink-and-Brush Painting,3.0,選,半,孫翼華 李振明,二 6-8 本部 美501,30,24,◎課程不開放上修,,1111
3110,ATC0225,美術系（碩）,,,碩博,,,,繪畫創作研究（一）,Studies in Special Painting (I),3.0,選,半,宋曉明,一 2-4 本部 美401,30,12,◎課程不開放上修,,1111
3111,ATC0250,美術系（碩）,,,碩博,,,,臺灣當代藝術專題研究,Special Topics on Contemporary Taiwanese Art,3.0,選,半,白適銘,三 A-C 本部 美203,30,29,◎課程不開放上修,,1111
3112,ATC0264,美術系（碩）,,,碩博,,,,近現代水墨創作分析,Analysis of Modern Chinese Ink- and- Brush Painting,3.0,選,半,吳宥鋅,四 3-5 本部 美501,30,32,◎課程不開放上修,,1111
3113,ATC0303,美術系（碩）,,,碩博,,,,藝術與全球化議題研究,Studies in Issues of Art and Globalization,3.0,選,半,張省卿,一 2-4 本部 美203,30,29,◎課程不開放上修,,1111
3114,ATC0343,美術系（碩）,,,碩博,,,,影像理論與美學導論,An Introduction to Image Theories and Aesthetics,3.0,選,半,邱誌勇,二 8-10 本部 美406,30,5,◎課程不開放上修,,1111
3115,ATC0345,美術系（碩）,,,碩博,,,,數位科技藝術與創作,Digital Technology Art and Creation,3.0,選,半,黃心健,一 A-C 本部 美203,30,4,◎課程不開放上修,,1111
3116,ATC0355,美術系（碩）,,,碩博,,,,文化資產議題與法規,Issues of the Cultural Assets and Regulations,3.0,選,半,廖凰玎,二 6-8 本部 美301,50,4,◎課程開放上修,,1111
3117,ATC8016,美術系（碩）,,,碩博,,,,錄像藝術,Video Art,3.0,選,半,陳永賢,四 6-8 本部 美406,30,6,◎課程不開放上修,,1111
3118,ATC8036,美術系（碩）,,,碩博,,,,博物館展示專題,Seminars on Museum Exhibition,3.0,選,半,蘇瑤華,三 2-4 本部 美405,50,7,◎課程不開放上修,,1111
3119,ATC8042,美術系（碩）,,,碩博,,,,跨領域藝術創作研究,Studies in Interdisciplinary Arts,3.0,選,半,蔡芷芬,三 2-4 本部 美504,30,18,◎課程不開放上修,,1111
3120,ATC8044,美術系（碩）,,,碩博,,,,視覺隱喻與應用,Visual Metaphors and Applications,3.0,選,半,陳淑華,四 8-10 本部 美504,30,14,◎課程不開放上修,,1111
3121,ATC8045,美術系（碩）,,,碩博,,,,書寫藝術研究,Studies in Calligraphy Art,3.0,選,半,程代勒 林政榮,四 6-8 本部 美501,30,18,◎課程不開放上修,,1111
3122,ATC8046,美術系（碩）,,,碩博,,,,修復科技專題研究（一）,Conservation Special Project (I),3.0,選,半,張元鳳 林震煌,五 6-8 本部 美506,30,6,◎課程開放上修,,1111
3123,ATC8056,美術系（碩）,,,碩博,,,,文獻期刊研讀與討論（一）,Seminar for Scientific Papers (I),3.0,選,半,張元鳳 林震煌,五 9-A 本部 美506,30,7,◎課程開放上修,,1111
3124,ATC8057,美術系（碩）,,,碩博,,,,專業藝術英語（一）,English for Professional Art (I),2.0,選,半,陳淑華,四 6-7 本部 美203,30,31,◎課程不開放上修,,1111
3150,ATC0358,美術系（學）,,,大碩,,,,藝術產業經營與管理概論,Introduction of Operation and Management in Arts Industry,3.0,選,半,林淑華,五 6-8 本部 美203,50,40,,,1111
4856,ATC9002,美術系（學）,,,大碩,,,,藝術產業實習,Practice in Art Industry,3.0,選,半,蘇瑤華 江學瀅,六 6-10 本部 美405,30,29,,,1111
3152,ATC9015,美術系（學）,,,大碩,,,,保存科學攝影（二）,Photography as A Tool in Conservation Science (I),3.0,選,半,張維敦,三 A-C 本部 美506,30,10,,,1111
3153,ATC9018,美術系（學）,,,大碩,是,,,藝術大師小故事,behind the Artists,3.0,選,半,陳淑華,三 7-9 本部 美506,30,12,,,1111
8013,FPU0012,國訓學士班,,,,,,,運動生理學,Exercise Physiology,2.0,必,半,國訓教師,,0,4,,,1111
8038,FPU0013,國訓學士班,,,,,,,運動心理學,Sports Psychology,2.0,必,半,國訓教師,,0,1,,,1111
8031,FPU0016,國訓學士班,,,,,,,運動生物力學,Sports Biomechanics,2.0,必,半,國訓教師,,0,2,,,1111
8064,PEU0015,國訓學士班,,,,,,,運動生理學,Sport Physiology,2.0,必,半,國訓教師,,0,2,,,1111
8072,PEU0193,國訓學士班,,,,,,,人體解剖生理學,Human Anatomy and Physiology,2.0,必,半,國訓教師,,0,1,,,1111
68,PEU0193,體育系（學）,A,1.0,,,,,人體解剖生理學,Human Anatomy and Physiology,2.0,必,半,王宏豪,五 6-7 本部 金牌講堂,50,55,,臺大、臺科大同學如欲加選本課程，請於本校加退選階段，至課堂上向授課教師索取授權碼。,1111
3358,PEU0193,體育系（學）,B,1.0,,,,,人體解剖生理學,Human Anatomy and Physiology,2.0,必,半,王宏豪,五 8-9 本部 金牌講堂,50,47,,臺大、臺科大同學如欲加選本課程，請於本校加退選階段，至課堂上向授課教師索取授權碼。,1111
81,PEU0015,體育系（學）,,2.0,,,,,運動生理學,Sport Physiology,2.0,必,半,王鶴森,一 3-4 本部 誠102,80,84,,臺大、臺科大同學如欲加選本課程，請於本校加退選階段，至課堂上向授課教師索取授權碼。,1111
82,PEU0067,體育系（學）,,2.0,,,,,運動傷害與防護,Sport Injury and Prevention,2.0,選,半,黃昱倫,一 8-9 本部 金牌講堂,70,84,◎初選 運動傷害防護學程 研究生得下修,,1111
99,PEU0292,體育系（學）,,2.0,,是,,,運動貼紮與臨床實作,Athletic Taping and Clinical Application,2.0,選,半,黃昱倫,二 6-7 本部 樸105,50,29,◎初選 運動傷害防護學程 研究生得下修,臺大、臺科大同學如欲加選本課程，請於本校加退選階段，至課堂上向授課教師索取授權碼。,1111
117,PEU2006,體育系（學）,,3.0,,,,,運動與營養,Sport & Nutrition,2.0,選,半,劉宏文,一 3-4 公館 Ｅ202,50,53,,臺大、臺科大同學如欲加選本課程，請於本校加退選階段，至課堂上向授課教師索取授權碼。,1111
163,FPU0013,競技系（學）,,2.0,,,,,運動心理學,Sports Psychology,2.0,必,半,梁嘉音,四 3-4 公館 Ｓ101,50,67,,,1111
165,FPU0016,競技系（學）,,2.0,,,,,運動生物力學,Sports Biomechanics,2.0,必,半,劉錦璋,一 3-4 公館 體育館三樓會議室,50,62,,,1111
174,FPU0012,競技系（學）,,3.0,,,,,運動生理學,Exercise Physiology,2.0,必,半,鄭景峰,四 6-7 公館 Ｂ102,50,69,,,1111
970,05UG016,通識,A,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,簡培修,二 8-9 本部 教401,50,55,,,1111
971,05UG016,通識,B,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,張凌倩,二 9-10 公館 理圖801,50,53,,,1111
972,05UG016,通識,C,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,簡培修,三 8-9 本部 教401,50,55,,,1111
973,05UG016,通識,D,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,蔡明男,四 6-7 本部 教401,50,58,,,1111
974,05UG016,通識,E,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,蔡明男,四 8-9 本部 教401,50,54,,,1111
975,05UG016,通識,F,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,邵森蘭,四 9-10 公館 理圖801,50,52,,,1111
976,05UG016,通識,G,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,江政杰,五 1-2 公館 理圖801,50,56,,,1111
977,05UG016,通識,H,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,江政杰,五 3-4 公館 理圖801,50,51,,,1111
978,05UG016,通識,I,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,張凌倩,五 9-10 本部 教401,50,52,,,1111
979,05UG016,通識,J,,,,,,運算思維與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 跨域專業探索課程 ],Computational Thinking and Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing Cross-domain Exploration ],2.0,通,半,黃芳蘭,五 9-10 公館 理圖801,50,52,,,1111
980,05UG017,通識,,,,是,,,資料科學與程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 ],Data Science and Computer Programming [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing ],2.0,通,半,林耘逸,二 9-10 本部 教402,50,59,,,1111
990,05UG025,通識,,,,,,,遊戲程式設計 [ 97-105入學：數學與科學思維 ；106-108入學：數學與邏輯思維  ；109起入學：邏輯運算 ],"Learn to Code: Images, Animation, and Games [ Fall Semester 2017 and Before : Mathematic and Scientific Thinking ; From Fall Semester 2017 to Spring Semester 2020 : Mathematical and Logical Thinking  ; Fall Semester 2020 and After : Logic and Computing ]",2.0,通,半,劉建成,五 3-4 本部 教401,50,54,,,1111
3034,CSU0001,資工系（學）,,,,,,,程式設計（一）,Computer Programming (I),3.0,必,半,王弘倫,二 2-4 公館 理圖807,50,69,,,1111
3040,CSC9004,資工系（學）,,,大碩,,,,物聯網概論與應用,Introduction to Internet of Things,3.0,選,半,賀耀華,四 7-9 公館 理圖807,50,37,,,1111
3044,CSU0001,資工系（學）,,1.0,,,,,程式設計（一）,Computer Programming (I),3.0,必,半,紀博文,"三 8-9 公館 理圖807, 五 7 公館 理圖807",50,66,,,1111
4885,CSU0001,資工系（學）,B,1.0,,,,,程式設計（一）,Computer Programming (I),3.0,必,半,紀博文,"三 8-9 公館 Ｂ102, 五 7 公館 Ｂ102",0,81,,和開課序號3044同步上課,1111
3059,CSU0037,資工系（學）,,3.0,,,,,資訊專題研究（一）：資訊系統,Special Topics on Computer Science (I) : Information Systems,3.0,選,半,方瓊瑤 張鈞法 蔡榮宗,"四 5 公館 Ｓ204, 五 5-6 公館 Ｓ204",50,21,,,1111
3085,T0U0001,藝術學院,,,,,,,數位科技藝術專題企劃與製作（一）,Seminar in Digital Technical Arts Planning & Production (I),2.0,選,半,薛佑廷,二 9-10 本部 綜1001,25,17,,,1111
3086,T0U0002,藝術學院,,,,是,,,策略性設計－設計的潮流趨勢,Strategic Design Interventions-The Role of Design in the Future,3.0,選,半,Carolin Scheffler,二 8-10 本部 正103,35,19,,,1111
3087,T0C9006,藝術學院,,,大碩,,,,跨域設計研究與實務（一）,X Design Research and Practice (I),3.0,選,半,林凱元,三 10-B 本部 誠108,25,13,◎限大三大四 ◎限碩一碩二碩三以上◎限博一博二博三博四博五以上修習,,1111
3088,T0C9007,藝術學院,,,大碩,是,,,藝術治療與自我探索,Art Therapy and Self-Exploration,3.0,選,半,江學瀅,一 6-8 本部 美506,50,38,,,1111
3145,ATU0322,美術系（學）,,,,是,,,裝裱基本技法與冊頁,Introduction to Mounting Techniques and Album Making,3.0,選,半,許兆宏,五 2-4 本部 美506,30,22,,,1111
3146,ATU0350,美術系（學）,,,,,,,文物保存修復倫理原則與檢視登錄,Conservation Ethics and Documentation of Culture Relics,2.0,選,半,潘怡伶,四 6-7 本部 美506,30,15,,,1111
3147,ATU0354,美術系（學）,,,,,,,西方繪畫材料技法與臨摹（二）,Techniques and Materials-Painting Conservation Basic (II),3.0,選,半,鈴鴨富士子,一 8-10 本部 美405,30,14,,,1111
3148,ATU0355,美術系（學）,,,,,,,東方繪畫材料技法與臨摹（一）,Techniques and Materials-Asian Painting Conservation Basic (I),3.0,選,半,潘怡伶,四 2-4 本部 美506,30,16,,,1111
3149,ATU0359,美術系（學）,,,,,,,進階水彩,Advanced Watercolor,3.0,選,半,黃進龍,四 6-8 本部 美402,30,30,,,1111
3181,ATU0361,美術系（學）,,,,是,,,視覺藝術創作與思想導讀,Guided Reading of Theory and Practice in Visual Arts,3.0,選,半,宋曉明,四 6-8 本部 美301,30,12,,,1111
3150,ATC0358,美術系（學）,,,大碩,,,,藝術產業經營與管理概論,Introduction of Operation and Management in Arts Industry,3.0,選,半,林淑華,五 6-8 本部 美203,50,40,,,1111
4856,ATC9002,美術系（學）,,,大碩,,,,藝術產業實習,Practice in Art Industry,3.0,選,半,蘇瑤華 江學瀅,六 6-10 本部 美405,30,29,,,1111
3152,ATC9015,美術系（學）,,,大碩,,,,保存科學攝影（二）,Photography as A Tool in Conservation Science (I),3.0,選,半,張維敦,三 A-C 本部 美506,30,10,,,1111
3153,ATC9018,美術系（學）,,,大碩,是,,,藝術大師小故事,behind the Artists,3.0,選,半,陳淑華,三 7-9 本部 美506,30,12,,,1111
3154,ATU0013,美術系（學）,,1.0,,,,,藝術概論,An Introduction to Art,2.0,必,半,顧素琿,三 6-7 本部 美101,50,64,,,1111
3155,ATU0233,美術系（學）,A,1.0,,,,,基礎油畫（一）,Oil Painting - University Foundation Level (I),1.0,必,半,朱友意,一 9-10 本部 美602,30,23,,,1111
3156,ATU0233,美術系（學）,B,1.0,,,,,基礎油畫（一）,Oil Painting - University Foundation Level (I),1.0,必,半,王瓊麗,一 9-10 本部 美401,30,31,,,1111
3157,ATU0235,美術系（學）,,1.0,,,,,美術心理學（一）,Art Psychology (I),2.0,必,半,趙惠玲,四 6-7 本部 美101,50,62,,,1111
3182,ATU0271,美術系（學）,,1.0,,,,,油畫技法與應用（一）,Oil Painting Skill and Application (I),3.0,選,半,王瓊麗,一 6-8 本部 美401,30,33,,,1111
3171,ATU0335,美術系（學）,,1.0,,,,,書法（楷書）,Calligraphy (Regular Script),1.0,必,半,莊連東,三 8-9 本部 美505,30,31,,,1111
3183,ATU0335,美術系（學）,,1.0,,,,,書法（楷書）,Calligraphy (Regular Script),1.0,必,半,林政榮,三 8-9 本部 美305,30,32,,,1111
3172,ATU6061,美術系（學）,,1.0,,,,,素描（一）,Drawing,2.0,必,半,吳宥鋅,二 1-4 本部 美505,30,26,,,1111
3184,ATU6061,美術系（學）,,1.0,,,,,素描（一）,Drawing,2.0,必,半,蔡芷芬,二 1-4 本部 美401,30,28,,,1111
3158,ATU6064,美術系（學）,A,1.0,,,,,水彩（一）,Watercolor (I),1.0,必,半,宋曉明,四 3-4 本部 美401,30,20,,,1111
3159,ATU6064,美術系（學）,B,1.0,,,,,水彩（一）,Watercolor (I),1.0,必,半,黃進龍,四 3-4 本部 美601,30,34,,,1111
3173,ATU6066,美術系（學）,,1.0,,,,,基礎彩墨（一）,Chinese Color Ink- and- Brush Painting- University Foundation Level (I),1.0,必,半,孫翼華,四 1-2 本部 美302,30,27,,,1111
3185,ATU6066,美術系（學）,,1.0,,,,,基礎彩墨（一）,Chinese Color Ink- and- Brush Painting- University Foundation Level (I),1.0,必,半,吳宥鋅,四 1-2 本部 美505,30,30,,,1111
3160,ATU0026,美術系（學）,,2.0,,,,,中國美術史,History of Chinese Art,2.0,必,半,白適銘,二 9-10 本部 美101,50,53,,,1111
3174,ATU0215,美術系（學）,,2.0,,,,,水墨花鳥創作,Studio Chinese Painting: Birds and Flowers,3.0,選,半,胡以誠,一 6-8 本部 美305,30,24,,,1111
3161,ATU0232,美術系（學）,,2.0,,,,,繪畫發展與心智成長,Drawing Development and Mental Growth,2.0,選,半,江學瀅,二 3-4 本部 美506,50,47,,,1111
3162,ATU0237,美術系（學）,,2.0,,,,,美學（一）,Aesthetics (I),2.0,必,半,高榮禧,五 8-9 本部 美101,50,58,,,1111
3175,ATU0267,美術系（學）,,2.0,,,,,膠彩畫材料運用,Exploration of Materials in,3.0,選,半,張貞雯,四 7-9 本部 美305,30,17,,,1111
3186,ATU0269,美術系（學）,,2.0,,,,,油畫技法與風格探索（一）,Studio Oil Painting: Skills and Style Exploration (I),3.0,選,半,黃坤伯,一 6-8 本部 美402,30,32,,,1111
3176,ATU0281,美術系（學）,,2.0,,,,,水墨基礎造型,Basic Formation of Chinese Ink Painting,3.0,選,半,莊連東,二 6-8 本部 美305,30,23,,,1111
3177,ATU0287,美術系（學）,,2.0,,,,,書法（篆書）,Calligraphy (Seal Script),2.0,選,半,林政榮,四 3-4 本部 美305,30,38,,,1111
3163,ATU0307,美術系（學）,,2.0,,,,,版畫（一）,Printmaking (I),2.0,選,半,劉子平,三 10-A 本部 美201,30,20,,,1111
3164,ATU6013,美術系（學）,,2.0,,,,,攝影,Photography,2.0,選,半,張國治,一 9-10 本部 美506,30,40,,,1111
3165,ATU0023,美術系（學）,,3.0,,,,,基礎雕塑,Sculpture - University Foundation Level,3.0,選,半,林正仁,五 2-4 本部 美B003雕塑,30,18,,,1111
3167,ATU0231,美術系（學）,,3.0,,,,,陶藝（一）,Ceramics (I),3.0,選,半,唐瑄,三 9-A 本部 美B002陶藝,30,32,,,1111
3187,ATU0243,美術系（學）,,3.0,,,,,人體素描（一）,Figure Drawing (I),3.0,選,半,馬曉瑛,二 2-4 本部 美403,30,37,,任課教師:馬曉瑛,1111
3188,ATU0262,美術系（學）,,3.0,,,,,人體油畫（一）,Oil Figures Painting (I),3.0,選,半,王瓊麗,一 3-5 本部 美403,30,31,,,1111
3178,ATU0275,美術系（學）,,3.0,,,,,篆刻（印學）,Seal Carving (stamp),2.0,選,半,林政榮,四 9-10 本部 美302,30,32,,,1111
3189,ATU0280,美術系（學）,,3.0,,,,,當代繪畫創作（二）,Creative Contemporary Painting (II),3.0,選,半,朱友意,四 2-4 本部 美403,30,28,,,1111
3190,ATU0315,美術系（學）,,3.0,,,,,複合媒材創作與理論（一）,Mixed Media: Creation and Theory (I),2.0,選,半,蔡芷芬,二 6-7 本部 美405,30,16,,,1111
3179,ATU0333,美術系（學）,,3.0,,,,,水墨畫的古典與當代,Classic and Contemporary of Chinese Ink Painting,3.0,選,半,孫翼華,三 6-8 本部 美302,30,28,,,1111
3168,ATU0196,美術系（學）,,4.0,,,,,行為與觀念藝術,Performance and Conceptual Art,2.0,選,半,姚瑞中,五 9-10 本部 美405,30,24,,,1111
3169,ATU0245,美術系（學）,,4.0,,,,,現代版畫（一）,Modern Printmaking (I),2.0,選,半,廖修平,五 6-7 本部 美201,30,30,,,1111
3180,ATU6059,美術系（學）,,4.0,,,,,畢業創作發表（一）,Studio Based Graduate Seminar (I),2.0,必,半,吳宥鋅 林政榮,"四 A-B 本部 美303, 四 C-D 本部 美304",35,25,,,1111
3191,ATU6059,美術系（學）,,4.0,,,,,畢業創作發表（一）,Studio Based Graduate Seminar (I),2.0,必,半,黃進龍 朱友意 蔡芷芬 宋曉明,"四 A-B 本部 美404, 四 C-D 本部 美503",35,26,,,1111
3170,ATUE010,美術系（學）,,4.0,,,,,美術教學實習（教）,Teaching Practicum: Fine Arts,2.0,選,半,趙惠玲,二 6-9 本部 美506,50,30,,,1111
130,FPU0240,競技系（學）,F,,,,,F,游泳（一）,Swimming (I),2.0,選,半,麥劉湘涵,一 3-4 本部 游泳館一,50,15,◎限女生修,本課程為【FPU0154 游泳（二）】先修科目,1111
131,FPU0240,競技系（學）,M,,,,,M,游泳（一）,Swimming (I),2.0,選,半,高裕軒,二 1-2 本部 游泳館一,50,51,◎限男生修,本課程為【FPU0154 游泳（二）】先修科目,1111
132,FPU0328,競技系（學）,,,,,,,體操（三）,Gymnastics (III),2.0,選,半,麥劉湘涵,三 10-A 本部 體操房,50,16,,,1111
133,FPU0330,競技系（學）,,,,,,,體適能,Physical Fitness,2.0,選,半,李秉鴻,四 3-4 公館 體育館三樓會議室,50,35,,,1111
134,FPU0331,競技系（學）,,,,,,,重量訓練,Weight Training,2.0,選,半,高裕軒,四 6-7 本部 誠205,50,38,,,1111
136,FPU0337,競技系（學）,,,,,,,健康與體育概論,Introduction to Health and Physical Education,2.0,選,半,陳信亨,二 1-2 公館 理圖001,50,58,,,1111
137,FPU0344,競技系（學）,,,,,,,運動專長術科：田賽,Sport Specialties: Field Events,4.0,必,半,蔡於儒,"一 8-9 公館 室外排球場二, 二 8-9 公館 室外排球場二, 四 8-9 公館 室外排球場二, 五 8-9 公館 室外排球場二",50,15,允許重複修,,1111
138,FPU0345,競技系（學）,,,,,,,運動專長術科：徑賽,Sport Specialties: Track Events,4.0,必,半,林雯雯,"一 8-9 公館 操場二, 二 8-9 公館 操場二, 四 8-9 公館 操場二, 五 8-9 公館 操場二",50,14,允許重複修,,1111
139,FPU0346,競技系（學）,,,,,,,運動專長術科：男子籃球,Sport Specialties: Men Basketball,4.0,必,半,李秉鴻,"一 8-9 公館 體育館二3樓, 二 8-9 公館 體育館二3樓, 四 8-9 公館 體育館二3樓, 五 8-9 公館 體育館二3樓",50,21,允許重複修,,1111
140,FPU0347,競技系（學）,,,,,,,運動專長術科：女子籃球,Sport Specialties: Women Basketball,4.0,必,半,梁嘉音,"一 8-9 公館 體育館二3樓, 二 8-9 公館 體育館二3樓, 四 8-9 公館 體育館二3樓, 五 8-9 公館 體育館二3樓",50,14,允許重複修,,1111
141,FPU0348,競技系（學）,,,,,,,運動專長術科：壘球,Sport Specialties: Softball,4.0,必,半,陳妙怡,"一 8-9 公館 操場二, 二 8-9 公館 操場二, 四 8-9 公館 操場二, 五 8-9 公館 操場二",50,17,允許重複修,,1111
142,FPU0349,競技系（學）,,,,,,,運動專長術科：女子足球,Sport Specialties: Female Soccer,4.0,必,半,周台英,"一 8-9 公館 操場二, 二 8-9 公館 操場二, 四 8-9 公館 操場二, 五 8-9 公館 操場二",50,13,允許重複修,,1111
143,FPU0350,競技系（學）,,,,,,,運動專長術科：男子排球,Sport Specialties: Man Volleyball,4.0,必,半,張恩崇,"一 8-9 公館 體育館二3樓, 二 8-9 公館 體育館二3樓, 四 8-9 公館 體育館二3樓, 五 8-9 公館 體育館二3樓",50,19,允許重複修,,1111
144,FPU0351,競技系（學）,,,,,,,運動專長術科：女子排球,Sport Specialties: Women Volleyball,4.0,必,半,張恩崇,"一 10-A 公館 體育館二3樓, 二 10-A 公館 體育館二3樓, 四 10-A 公館 體育館二3樓, 五 10-A 公館 體育館二3樓",50,16,允許重複修,,1111
145,FPU0352,競技系（學）,,,,是,,,運動專長術科：跆拳道,Sport Specialties: Taekwondo,4.0,必,半,黃珮昀,"一 8-9 公館 體育館二B1, 二 8-9 公館 體育館二B1, 四 8-9 公館 體育館二B1, 五 8-9 公館 體育館二B1",50,15,允許重複修,,1111
146,FPU0353,競技系（學）,,,,是,,,運動專長術科：跆拳道品勢,Sport Specialties: Taekwondo Poom-Sae,4.0,必,半,黃珮昀,"一 10-A 公館 體育館二B1, 二 10-A 公館 體育館二B1, 四 10-A 公館 體育館二B1, 五 10-A 公館 體育館二B1",50,22,允許重複修,,1111
147,FPU0354,競技系（學）,,,,,,,運動專長術科：舉重,Sport Specialties: Weight Lifting,4.0,必,半,黃達德 李玟寬,"一 8-9 校外 教室自排, 二 8-9 校外 教室自排, 四 8-9 校外 教室自排, 五 8-9 校外 教室自排",50,14,允許重複修,上課地點：板橋體育館,1111
148,FPU0355,競技系（學）,,,,,,,運動專長術科：射箭,Sport Specialties: Archery,4.0,必,半,李濤名,"一 8-9 公館 教室自排, 二 8-9 公館 教室自排, 四 8-9 公館 教室自排, 五 8-9 公館 教室自排",50,5,允許重複修,上課地點：中正堂地下一樓,1111
149,FPU0356,競技系（學）,,,,,,,運動專長術科：其它,Sport Specialties: Other Sport Events,4.0,必,半,鄭景峰,"一 9-10 公館 操場二, 二 9-10 公館 操場二, 四 8-9 公館 操場二, 五 8-9 公館 操場二",50,23,允許重複修,,1111
150,FPU0357,競技系（學）,,,,是,,,運動專長術科：網球,Sport Specialties: Tennis,4.0,必,半,林岱樵,"一 8-9 公館 網球場二, 二 8-9 公館 網球場二, 四 8-9 公館 網球場二, 五 8-9 公館 網球場二",50,15,允許重複修,,1111
