開課序號,開課代碼,系所,組,年,班,全英語,MOOCS,限性別,中文課程名稱,英文課程名稱,學分,必/選,全/半,教師,地點時間,限修人數,選修人數,限修條件,備註,學期
2730,PHU0146,物理系（學）,,2.0,,,,,電子學（二）,Electronics (II),3.0,選,半,陸健榮,二 2-4 公館 Ｓ403,50,17,,,1112
2731,PHU0166,物理系（學）,A,2.0,,,,,實驗物理（二）,Experimental Physics (II),3.0,必,半,江佩勳,三 6-8 公館 Ｄ219,30,19,,,1112
2732,PHU0166,物理系（學）,B,2.0,,,,,實驗物理（二）,Experimental Physics (II),3.0,必,半,傅祖怡,四 2-4 公館 Ｄ219,30,30,,,1112
2733,PHU0166,物理系（學）,C,2.0,,,,,實驗物理（二）,Experimental Physics (II),3.0,必,半,藍彥文,五 6-8 公館 Ｄ219,30,27,,,1112
2734,PHU0272,物理系（學）,,2.0,,,,,光電技術,Opto-Electronics,3.0,選,半,陸亭樺,一 2-4 公館 教室自排,30,29,,,1112
2735,PHU0012,物理系（學）,,2.0,甲,,,,數學物理（二）,Mathematical Physics (II),3.0,必,半,江府峻,一 8-10 公館 Ｓ303,50,37,,,1112
2736,PHU0215,物理系（學）,,2.0,甲,,,,電磁學（一）,Electricity and Magnetism (I),3.0,必,半,陳啟明,四 6-8 公館 Ｓ303,50,51,,,1112
2737,PHU0231,物理系（學）,,2.0,甲,,,,力學（二）,Mechanics(II),3.0,必,半,陳傳仁,二 6-8 公館 Ｓ303,50,34,,,1112
2738,PHU0012,物理系（學）,,2.0,乙,,,,數學物理（二）,Mathematical Physics (II),3.0,必,半,趙宇強,一 8-10 公館 Ｓ304,50,45,,,1112
2739,PHU0215,物理系（學）,,2.0,乙,,,,電磁學（一）,Electricity and Magnetism (I),3.0,必,半,徐鏞元,五 2-4 公館 理圖001,50,47,,,1112
2740,PHU0231,物理系（學）,,2.0,乙,,,,力學（二）,Mechanics(II),3.0,必,半,陳穎叡,二 6-8 公館 Ｓ304,50,51,,,1112
2741,PHU0023,物理系（學）,,3.0,,,,,數學物理（三）,Mathematical Physics (III),3.0,選,半,張明哲,四 6-8 公館 Ｓ307,50,18,,,1112
2742,PHU0037,物理系（學）,,3.0,,,,,熱力統計學,Statistical Thermodynamics,3.0,選,半,李沃龍,五 2-4 公館 Ｓ303,50,23,,,1112
2743,PHU0060,物理系（學）,,3.0,,,,,流體力學,Fluid Mechanics,3.0,選,半,卜宏毅,一 6-8 公館 Ｓ404,50,21,,,1112
2744,PHU0262,物理系（學）,,3.0,,,,,半導體製程技術,"Silicon VLSI Technology- Fundamentals, Practice and Modeling",3.0,選,半,胡淑芬,二 6-8 公館 理圖003,50,49,,,1112
2745,PHU0274,物理系（學）,,3.0,,,,,自然科學領域探究與實作,Inquiry and Practice in Natural Science,2.0,選,半,陳育霖,五 8-9 公館 Ｓ504,50,38,,,1112
2746,PHU0237,物理系（學）,,3.0,甲,,,,近代物理學（二）,Modern Physics(II),3.0,必,半,張嘉泓,"二 3-4 公館 理圖002, 四 4 公館 理圖002",50,59,,,1112
2747,PHU0265,物理系（學）,,3.0,甲,,,,近代物理探索與應用（二）,Exploration and Applications of Modern Physics (II),1.0,選,半,張嘉泓,四 3 公館 理圖002,50,58,,,1112
2748,PHU0237,物理系（學）,,3.0,乙,,,,近代物理學（二）,Modern Physics(II),3.0,必,半,高賢忠,"二 3-4 公館 Ｓ306, 四 4 公館 Ｓ306",50,18,,,1112
2749,PHU0265,物理系（學）,,3.0,乙,,,,近代物理探索與應用（二）,Exploration and Applications of Modern Physics (II),1.0,選,半,高賢忠,四 3 公館 Ｓ306,50,17,,,1112
2750,PHU0218,物理系（學）,,4.0,,,,,相對論導論,Introduction to the Theory of Relativity,3.0,選,半,林豐利,五 2-4 公館 Ｓ307,50,11,,,1112
2751,PHU0260,物理系（學）,,4.0,,,,,研究實習,Research Internship,2.0,選,半,林文欽 劉祥麟,三 10-C 公館 教室自排,50,20,,,1112
2752,PHU0269,物理系（學）,,4.0,,,,,基礎量子力學（二）,Fundamental Quantum Mechanics (II),3.0,選,半,陸健榮,三 7-9 公館 Ｓ701,50,12,,,1112
2753,PHUE210,物理系（學）,,4.0,,,,,物理教學實習（二）（教）,Teaching Practicum: Physics (II),2.0,選,半,陳育霖,一 1-4 公館 Ｓ306,50,16,,,1112
364,ISD0210,圖資所（博）,,,,,,,知識組織專題研究,Special Topics on Knowledge Organization,3.0,必,半,陳亞寧,四 2-4 本部 圖資所博士班研討室,50,2,◎課程開放上修,,1112
482,ISC0210,圖資所（碩）,,,碩博,,,,知識管理研究,Studies in Knowledge Management,3.0,選,半,吳怡瑾,三 2-4 本部 教403,37,9,◎課程開放上修,◎數位課程,1112
483,ISC8002,圖資所（碩）,,,碩博,,,,健康資訊服務研究,Studies in Health Information and Service,3.0,選,半,邱銘心,一 2-4 本部 圖資所研討室A,30,7,◎課程開放上修,,1112
484,ISC8007,圖資所（碩）,,,碩博,,,,數位人文的人工智慧,Artificial Intelligence in Digital Humanities,3.0,選,半,曾元顯,三 7-9 本部 圖資所研討室A,30,15,◎課程開放上修,,1112
485,ISC8010,圖資所（碩）,,,碩博,,,,自然語言處理與應用,Natural Language Processing and Its Applications,3.0,選,半,曾元顯,一 7-9 本部 圖資所研討室A,30,13,◎課程開放上修,,1112
50,FPM0010,競技系（碩）,,,,,,,運動心理學應用研究,Applied Psychology on Sports,3.0,選,半,梁嘉音,四 2-4 公館 Ｓ502,50,17,◎課程開放上修,,1112
51,FPM0004,競技系（碩）,,1.0,,,,,運動教練學研究,Studies in Sports Coaching,3.0,必,半,俞智贏,二 4-6 公館 研003,50,12,◎課程開放上修,,1112
52,FPM0011,競技系（碩）,,1.0,,,,,運動競賽管理學,Management in Sport Competition,3.0,選,半,李建興,三 3-5 公館 Ｓ502,50,10,◎課程開放上修,,1112
59,FPM0022,競技系（碩）,,1.0,,,,,運動體能訓練實作（二）,Practice of Sports Conditioning Training (II),2.0,必,半,李佳融,三 10-A 公館 體育館二3樓會議室,50,14,◎課程開放上修,,1112
53,FPM0024,競技系（碩）,,1.0,,,,,運動技能訓練實作（二）,Practice of Sports Skill Training (II),2.0,必,半,俞智贏,三 B-C 公館 體育館二3樓會議室,50,8,◎課程開放上修,,1112
54,FPM0035,競技系（碩）,,1.0,,,,,運動生物力學當前課題,Current Topics in Sport Biomechanics,3.0,選,半,相子元,四 2-4 公館 Ｓ506,50,10,◎課程開放上修,,1112
55,FPM0038,競技系（碩）,,1.0,,,,,運動協調型態學習及量化,Qualitative and Quantitative Change in Motor Learning,3.0,選,半,劉有德,三 2-4 公館 Ｓ303,50,7,◎課程開放上修,,1112
56,FPM0054,競技系（碩）,,1.0,,,,,運動科學專題報告（一）,Exercise & Sport Science Seminar (I),1.0,必,半,何仁育,四 5 公館 研001,50,15,◎課程開放上修,,1112
60,FPM0068,競技系（碩）,,1.0,,,,,阻力運動訓練生理學,Physiology of Resistance Exercise Training,3.0,選,半,何仁育,二 2-4 公館 Ｓ502,50,3,◎課程開放上修,,1112
57,FPM0071,競技系（碩）,,1.0,,,,,競技運動比賽表現分析概論,Introduction to Performance Analysis in Sports,3.0,選,半,劉有德,四 2-4 公館 Ｓ303,50,5,◎課程開放上修,,1112
61,FPM0070,競技系（碩）,,2.0,,,,,運動科學服務,Exercise and Sport Science Services,1.0,必,半,何仁育,四 6 公館 研001,50,10,◎課程開放上修,,1112
146,FPC9001,競技系（學）,,,大碩,,,,運動哲學,Sports Philosophy,2.0,選,半,石明宗,二 3-4 公館 Ｓ504,50,28,,,1112
689,HEU0189,衛教系（學）,,,,,,,衛生政策與行政,Health Policy and Administration,2.0,必,半,張鳳琴,一 8-9 本部 樸301,50,44,,,1112
690,HEC9002,衛教系（學）,,,大碩,,,,生命教育,Death Education,2.0,選,半,余坤煌,二 10-A 本部 誠102,50,66,,,1112
691,HEC9003,衛教系（學）,,,大碩,,,,預防保健服務與實務,Preventive Health Services and Practice,3.0,必,半,李子奇,一 5-7 本部 誠306,50,57,,,1112
692,HEC9004,衛教系（學）,,,大碩,,,,醫療服務與健康保險,Medical Care and Health Insurance,2.0,選,半,張芳維,一 10-A 本部 正103,50,48,,,1112
693,HEU0011,衛教系（學）,,1.0,,是,,,個人衛生,Personal Health,2.0,必,半,張鳳琴,四 3-4 本部 正103,50,53,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
694,HEU0074,衛教系（學）,A,1.0,,,,,急救,First Aids,2.0,必,半,胡益進,二 6-7 本部 誠504,30,31,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
695,HEU0074,衛教系（學）,B,1.0,,,,,急救,First Aids,2.0,必,半,胡益進,二 8-9 本部 誠504,30,27,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
696,HEU0129,衛教系（學）,,1.0,,,,,學校健康環境專題研討,Seminar on School Health Environment,2.0,選,半,曾治乾,一 6-7 本部 正103,50,23,,,1112
697,HEU0139,衛教系（學）,,1.0,,,,,健康管理概論,Introduction to Health Management,2.0,選,半,林佳嫻,二 3-4 本部 正103,50,50,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
698,HEU0181,衛教系（學）,,1.0,,,,,生物統計學,Biological Statistics,3.0,必,半,李子奇,一 2-4 本部 正103,50,52,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
699,HEU0188,衛教系（學）,,1.0,,,,,公共衛生學,Essentials of Public Health,2.0,必,半,吳文琪,四 6-7 本部 正103,50,43,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
700,HEU0190,衛教系（學）,,1.0,,,,,醫務管理,Healthcare Management,2.0,選,半,張芳維,一 8-9 本部 正103,50,37,,,1112
701,HEU0019,衛教系（學）,,2.0,,,,,學校衛生,School Health,2.0,必,半,李銘杰,五 3-4 本部 正104,50,48,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
702,HEU0020,衛教系（學）,,2.0,,,,,學校衛生實習,School Health Practice,2.0,必,半,李銘杰,五 5-8 本部 正104,50,14,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
703,HEU0067,衛教系（學）,,2.0,,,,,學校衛生行政與評鑑,School Health Administration & Evaluation,2.0,選,半,高松景,一 8-9 本部 正104,50,14,,,1112
704,HEU0133,衛教系（學）,,2.0,,,,,中醫保健概論,Introduction of Health Care in Traditional Chinese Medicine,2.0,選,半,陳建霖,四 6-7 本部 正104,50,63,,,1112
705,HEU0138,衛教系（學）,,2.0,,,,,健康與體育概論,Introduction to Health and Physical Education,2.0,必,半,廖容瑜 陳信亨,二 6-7 本部 正104,50,29,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
706,HEU0148,衛教系（學）,,2.0,,,,,健康生活技能理論與實務,Theories and Practice of Healthy Life Skills,2.0,必,半,高松景,一 6-7 本部 正104,50,49,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
707,HEU0151,衛教系（學）,,2.0,,,,,休閒職場衛生與管理,Hotel Worksite Health & Management,2.0,選,半,林宗毅,四 8-9 本部 正103,50,26,,,1112
708,HEU0021,衛教系（學）,,3.0,,,,,心理衛生,Mental Health,2.0,必,半,李思賢,二 3-4 本部 誠106,40,46,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
709,HEU0028,衛教系（學）,,3.0,,,,,公共衛生教育,Public Health Education,3.0,必,半,吳文琪,三 6-8 本部 正104,50,50,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】、【HEU0155  健康促進與衛生教育計畫】,,1112
710,HEU0070,衛教系（學）,,3.0,,,,,青少年健康行為與問題,Adolescent Health Behavior and Problems,2.0,選,半,高松景,二 8-9 本部 正104,50,22,,,1112
711,HEU0121,衛教系（學）,,3.0,,,,,健康飲食與營養教育,Healthy Eating and Nutrition Education,2.0,選,半,劉貴雲,四 3-4 本部 正104,50,25,,,1112
712,HEU0140,衛教系（學）,,3.0,,,,,社區健康營造實務,Community Health Education Practice,2.0,必,半,林佳嫻,二 6-7 本部 誠203,50,50,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
713,HEU0178,衛教系（學）,,3.0,,,,,職場健康促進,Occupational Health Promotion,2.0,必,半,董貞吟,四 6-7 本部 誠203,50,35,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】,,1112
714,HEU0184,衛教系（學）,,3.0,,,,,針灸按摩與健康促進,Acupuncture Massage and Health Promotion,2.0,選,半,陳建霖,五 3-4 本部 正103,50,19,,,1112
715,HEU0187,衛教系（學）,,3.0,,,,,健康創意設計與3DVR,Health Creative Design and 3DVR,2.0,選,半,林宗毅,四 10-A 本部 正103,50,24,,,1112
716,HEUE101,衛教系（學）,,3.0,,,,,健康教育（健康與護理）教材教法（教）,Methods and Material Health Education (Health and Nursing),2.0,選,半,高松景,三 9-10 本部 誠602,50,12,,,1112
717,HEU0024,衛教系（學）,,4.0,,,,,團體動力學,Group Dynamics,3.0,選,半,連盈如,五 2-4 本部 正106,50,16,◎必須先修過(也可以同時修)【HEU0156  健康促進與衛生教育導論】、【HEU0011  個人衛生】,,1112
718,HEU0146,衛教系（學）,,4.0,,,,,創新健康教學,Creative Health Teaching,2.0,選,半,余坤煌,四 8-9 本部 正104,50,25,,,1112
719,HEU0183,衛教系（學）,,4.0,,,,,衛生管理實務,Practice of Health Management,3.0,選,半,曾治乾,一 2-4 本部 正104,50,14,,,1112
861,01UG003,通識,A,,,,,,西洋古典音樂 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Classical Music [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,吳佩蓉,三 3-4 本部 音308,65,74,◎音樂系（學）不得選修,,1112
862,01UG003,通識,B,,,是,,,西洋古典音樂 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Classical Music [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,劉思涵,四 8-9 公館 Ｓ502,50,20,◎音樂系（學）不得選修,◎全英語授課 ◎音樂系不得選修  ◎希望能有視聽教室 B101 、B102優先排 劉思涵老師,1112
863,01UG004,通識,A,,,,,,音樂鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Music Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,李娓娓,四 3-4 本部 誠101,120,161,◎音樂系（學）不得選修,◎數位課程,1112
864,01UG004,通識,B,,,,,,音樂鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Music Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,陳惠齡,二 3-4 本部 綜210展覽廳,50,52,◎音樂系（學）不得選修,,1112
865,01UG004,通識,C,,,是,,,音樂鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Music Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,劉錦紋,二 8-9 公館 理圖002,50,45,◎音樂系（學）不得選修,,1112
866,01UG006,通識,,,,,,,臺灣小說選讀 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Selected Readings in Taiwanese Novels [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,林淑慧,三 3-4 本部 教202會議廳,104,119,,,1112
867,01UG011,通識,A,,,,,,亞裔美國文學與電影的藝術形式 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Forms of Asian American Literature and Film [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,左乙萱,一 8-9 本部 誠203,75,72,,建議英語閱讀能力中高級者選修。不使用授權碼，網上加退選。上課前請學會用Microsoft Teams、Moodle，有關Microsoft Teams之資訊見網大同步教學工具便利包與登入Moodle。作業、信件與簡訊註明(1)姓名、(2)課名、A組、(3)學號、(4)星期幾與節次（例如一8-9）、(5)中文授課。,1112
868,01UG011,通識,B,,,是,,,亞裔美國文學與電影的藝術形式 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Forms of Asian American Literature and Film [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,左乙萱,一 10-A 本部 誠203,73,62,,"Students should be able to read journal articles written in English and write an essay in English. Learn how to use Microsoft Teams and Moodle. Include your name, your student number, course title, and class B in all correspondence.",1112
869,01UG012,通識,,,,,,,舞蹈鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Dance Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],3.0,通,半,王宏豪,四 6-8 本部 誠102,50,78,,,1112
870,01UG017,通識,,,,,,,劇本寫作與賞析 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Script Writing and Appreciation [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,馮翊綱,三 3-4 本部 正203,50,50,◎音樂系（學）不得選修,,1112
871,01UG021,通識,,,,,,,文學與電影 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學 藝術與美感  ；109起入學：人文藝術 ],Literature and Film [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],3.0,通,半,蘇榕,四 2-4 本部 誠102,70,68,,◎數位課程,1112
4791,01UG027,通識,,,,,,,日本美術鑑賞 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 ],Appreciation of Japanese Art [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,蔡家丘,四 8-9 本部 誠401,50,54,,,1112
4751,01UG029,通識,,,,,,,古典詩選讀 [ 97-105入學：藝術與美感 ；106-108入學：語言與文學  ；109起入學：人文藝術 ],Selected Readings in Classical Chinese Poems [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature  ; Fall Semester 2020 and After : Humanities and Arts ],2.0,通,半,黃敬家,三 3-4 本部 樸203,50,50,◎國文系（學）不得選修,,1112
872,01UG033,通識,,,,,,,音樂與戲劇 [ 97-105入學：藝術與美感 ；106-108入學：藝術與美感  ；109起入學：人文藝術 跨域專業探索課程 ],Music and Drama [ Fall Semester 2017 and Before : Art and Aesthetics ; From Fall Semester 2017 to Spring Semester 2020 : Art and Aesthetics  ; Fall Semester 2020 and After : Humanities and Arts Cross-domain Exploration ],2.0,通,半,王望舒,五 6-7 本部 音308,50,59,◎音樂系（學）不得選修,,1112
873,02UG001,通識,A,,,,,,哲學入門 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Introduction to Philosophy [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,傅皓政,一 3-4 本部 誠301,95,95,◎公領系（學）不得選修,,1112
874,02UG001,通識,B,,,,,,哲學入門 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Introduction to Philosophy [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,王鍾山,二 3-4 公館 理圖001,60,36,◎公領系（學）不得選修,王鍾山老師,1112
875,02UG001,通識,C,,,,,,哲學入門 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Introduction to Philosophy [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,王鍾山,二 6-7 公館 理圖001,60,47,◎公領系（學）不得選修,,1112
876,02UG002,通識,,,,,,,思考方法 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Methods of Thinking [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,紀金慶,四 6-7 公館 理圖001,50,70,,紀金慶老師,1112
877,02UG007,通識,,,,,,,中國哲人的生命與心靈 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],The Intrinsic Life and Thinking of the Ancient Chinese Philosophers [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,黃瑩暖,二 3-4 本部 誠203,50,54,◎國文系（學）不得選修,,1112
878,02UG008,通識,,,,,,,中國古代思想的現代意義 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],The Modern Meanings of Thoughts in Ancient China [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,謝聰輝,三 8-9 本部 誠208,50,44,◎國文系（學）不得選修,,1112
879,02UG010,通識,A,,,,,,人生哲學與批判性思考 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],A Good Life and Critical Thinking [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,鄭鈞瑋,三 3-4 本部 誠108,65,65,,,1112
880,02UG010,通識,B,,,,,,人生哲學與批判性思考 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],A Good Life and Critical Thinking [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,鄭鈞瑋,三 6-7 本部 誠108,65,65,,,1112
881,02UG010,通識,C,,,,,,人生哲學與批判性思考 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],A Good Life and Critical Thinking [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,紀金慶,四 3-4 公館 理圖001,50,68,,,1112
882,02UG014,通識,,,,,,,西遊記與人生 [ 97-105入學：哲學思維與道德推理 ；106-108入學：語言與文學  ；109起入學：人文藝術 ],"""A Journey to the West"" and Life [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Language and Literature  ; Fall Semester 2020 and After : Humanities and Arts ]",2.0,通,半,李志宏,二 3-4 本部 誠105,45,45,◎國文系（學）不得選修,,1112
883,02UG015,通識,,,,,,,生物哲學導論 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理  ；109起入學：社會科學 ],Introduction to Philosophy of Biology [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,林陳涌,二 8-9 公館 理圖001,50,59,,,1112
884,02UG019,通識,,,,,,,佛學中的人生智慧 [ 97-105入學：哲學思維與道德推理 ；106-108入學：哲學思維與道德推理 歷史與文化  ；109起入學：社會科學 ],Wisdom of Life from Buddhism [ Fall Semester 2017 and Before : Philosophical Thinking and Moral Reasoning ; From Fall Semester 2017 to Spring Semester 2020 : Philosophical Thinking and Moral Reasoning History and Culture  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,釋見見,三 8-9 本部 綜210展覽廳,110,170,,,1112
885,03UG006,通識,,,,,,,憲法與人權 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Constitution and Human Rights [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,呂啟民,四 6-7 本部 誠301,100,100,◎公領系（學）不得選修,,1112
886,03UG012,通識,,,,是,,,臺灣流行文化 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 跨域專業探索課程 ],Taiwan Popular Culture [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences Cross-domain Exploration ],2.0,通,半,莊佳穎,三 6-7 本部 誠101,120,106,,,1112
887,03UG024,通識,,,,,,,環境與傳播 [ 97-105入學：公民素養與社會探究 ；106-108入學：公民素養與社會探究  ；109起入學：社會科學 ],Environment and Communication [ Fall Semester 2017 and Before : Citizenship and Social Inquiry ; From Fall Semester 2017 to Spring Semester 2020 : Citizenship and Social Inquiry  ; Fall Semester 2020 and After : Social Sciences ],2.0,通,半,楊樺,一 3-4 公館 Ｅ102,100,118,,,1112
